run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	tax_id	scientific_name	study_title	study_alias	experiment_alias	fastq_ftp	submitted_ftp	sample_alias	sample_title	bam_ftp
ERR4153697	PRJEB38332	ERP121748	SAMEA6838751	ERS4566361	ERX4119447	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/007/ERR4153697/ERR4153697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/007/ERR4153697/ERR4153697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153697/355_S25_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153697/355_S25_L001_R2_001.fastq.gz	355_S25	355_S25	
ERR4153698	PRJEB38332	ERP121748	SAMEA6838752	ERS4566362	ERX4119448	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153698/ERR4153698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153698/ERR4153698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153698/355_S26_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153698/355_S26_L001_R2_001.fastq.gz	355_S26	355_S26	
ERR4153701	PRJEB38332	ERP121748	SAMEA6838755	ERS4566365	ERX4119451	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153701/ERR4153701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153701/ERR4153701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153701/366_S29_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153701/366_S29_L001_R2_001.fastq.gz	366_S29	366_S29	
ERR4153707	PRJEB38332	ERP121748	SAMEA6838761	ERS4566371	ERX4119457	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/007/ERR4153707/ERR4153707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/007/ERR4153707/ERR4153707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153707/321_S35_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153707/321_S35_L001_R2_001.fastq.gz	321_S35	321_S35	
ERR4153708	PRJEB38332	ERP121748	SAMEA6838762	ERS4566372	ERX4119458	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153708/ERR4153708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153708/ERR4153708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153708/321_S36_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153708/321_S36_L001_R2_001.fastq.gz	321_S36	321_S36	
ERR4153710	PRJEB38332	ERP121748	SAMEA6838764	ERS4566374	ERX4119460	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/000/ERR4153710/ERR4153710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/000/ERR4153710/ERR4153710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153710/365_S38_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153710/365_S38_L001_R2_001.fastq.gz	365_S38	365_S38	
ERR4153711	PRJEB38332	ERP121748	SAMEA6838765	ERS4566375	ERX4119461	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:940-39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153711/ERR4153711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153711/ERR4153711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153711/365_S39_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153711/365_S39_L001_R2_001.fastq.gz	365_S39	365_S39	
ERR4153716	PRJEB38332	ERP121748	SAMEA6838770	ERS4566380	ERX4119466	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-44	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/006/ERR4153716/ERR4153716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/006/ERR4153716/ERR4153716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153716/270_S44_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153716/270_S44_L001_R2_001.fastq.gz	270_S44	270_S44	
ERR4153718	PRJEB38332	ERP121748	SAMEA6838772	ERS4566382	ERX4119468	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153718/ERR4153718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/008/ERR4153718/ERR4153718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153718/355_S46_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153718/355_S46_L001_R2_001.fastq.gz	355_S46	355_S46	
ERR4153721	PRJEB38332	ERP121748	SAMEA6838775	ERS4566385	ERX4119471	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-49	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153721/ERR4153721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/001/ERR4153721/ERR4153721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153721/366_S49_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153721/366_S49_L001_R2_001.fastq.gz	366_S49	366_S49	
ERR4153723	PRJEB38332	ERP121748	SAMEA6838777	ERS4566387	ERX4119473	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-51	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/003/ERR4153723/ERR4153723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/003/ERR4153723/ERR4153723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153723/366_S51_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153723/366_S51_L001_R2_001.fastq.gz	366_S51	366_S51	
ERR4153725	PRJEB38332	ERP121748	SAMEA6838779	ERS4566389	ERX4119475	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-53	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/005/ERR4153725/ERR4153725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/005/ERR4153725/ERR4153725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153725/321_S53_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153725/321_S53_L001_R2_001.fastq.gz	321_S53	321_S53	
ERR4153726	PRJEB38332	ERP121748	SAMEA6838780	ERS4566390	ERX4119476	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/006/ERR4153726/ERR4153726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/006/ERR4153726/ERR4153726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153726/321_S54_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153726/321_S54_L001_R2_001.fastq.gz	321_S54	321_S54	
ERR4153729	PRJEB38332	ERP121748	SAMEA6838783	ERS4566393	ERX4119479	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-57	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/009/ERR4153729/ERR4153729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/009/ERR4153729/ERR4153729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153729/365_S57_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153729/365_S57_L001_R2_001.fastq.gz	365_S57	365_S57	
ERR4153732	PRJEB38332	ERP121748	SAMEA6838786	ERS4566396	ERX4119482	1616037	milk metagenome	Cow milk microbiota composition from 16S rRNA-gene sequencing: different dry-cow therapy treatments (two antibiotics, teat sealant, controls)	ena-STUDY-CNR-15-05-2020-13:50:32:549-515	ena-EXPERIMENT-CNR-15-05-2020-19:10:00:941-60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/002/ERR4153732/ERR4153732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR415/002/ERR4153732/ERR4153732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153732/365_S60_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR415/ERR4153732/365_S60_L001_R2_001.fastq.gz	365_S60	365_S60	
